,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/ExcelwithIslam/status/1736171390024262083#m,https://www.excelwithislam.com/let-go-and-let-god #Trust #reliance #Islam,"Dec 16, 2023 · 11:48 PM UTC",0,0
1,https://twitter.com/kamisama_kotoba/status/1736170591651270806#m,"I trust the complete power. Thus, now is all.  完全な力を信頼。 ゆえに、今がすべて。 #delight #reliance","Dec 16, 2023 · 11:45 PM UTC",1,0
2,https://twitter.com/LokeshVanga/status/1736124015591477372#m,Boycott #Reliance,"Dec 16, 2023 · 8:39 PM UTC",0,0
3,https://twitter.com/LokeshVanga/status/1736123814206136656#m,Boycott #Reliance,"Dec 16, 2023 · 8:39 PM UTC",0,0
4,https://twitter.com/LokeshVanga/status/1736123707708649617#m,Boycott #Reliance,"Dec 16, 2023 · 8:38 PM UTC",0,0
5,https://twitter.com/LokeshVanga/status/1736123219944563136#m,Boycott #Reliance,"Dec 16, 2023 · 8:36 PM UTC",0,0
6,https://twitter.com/LokeshVanga/status/1736123114000687112#m,Boycott #Reliance,"Dec 16, 2023 · 8:36 PM UTC",6,0
7,https://twitter.com/LokeshVanga/status/1736122996782428608#m,Boycott #Reliance,"Dec 16, 2023 · 8:35 PM UTC",2,0
8,https://twitter.com/LokeshVanga/status/1736122902716834253#m,Boycott #reliance,"Dec 16, 2023 · 8:35 PM UTC",0,0
9,https://twitter.com/LokeshVanga/status/1736122790217216317#m,Boycott #Reliance,"Dec 16, 2023 · 8:35 PM UTC",0,0
10,https://twitter.com/Amit_Devkatte/status/1736093712902742134#m,RIP MUMBAI INDIANS #iMRo45  I am disconnecting all my #Reliance #Jio relationships .  This is disrespectful to Rohit & Team India . Hardhik is a selfish person. Make Rohit captain & apologise #MumbaiIndians . #BoycottJio,"Dec 16, 2023 · 6:39 PM UTC",3,0
11,https://twitter.com/simpli_trade/status/1736086264359874677#m,#ambani #mukeshambani #reliance #reliancejio #relianceindustriesshare #education #money #motivation https://inv.tux.pizza/lmNy1TX6WYQ?si=SC9I0ZxTdwHDoDxC,"Dec 16, 2023 · 6:09 PM UTC",0,0
12,https://twitter.com/SaddamN93932472/status/1736085011710046534#m,#RIPMumbaiIndians #MumbaiIndians #BCCI #Hitman #RohitSharma #RohithSharma𓃵 #rohit45 #HardikPandya #ambani #Reliance,"Dec 16, 2023 · 6:04 PM UTC",0,0
13,https://twitter.com/sbn_co/status/1736083574078820591#m,How to trade in a bull market  A🧵   1/6    #Nifty #ADANIENT #ASIANPAINT #BAJAJFINSV #BHARTIARTL #BPCL #BRITANNIA #HCLTECH #HDFCBANK #HEROMOTOCO #HINDUNILVR #INFY #ITC #LT #MARUTI #NESTLEIND #NTPC #ONGC #RELIANCE #SUNPHARMA #TATACONSUM #TATAMOTORS #TATASTEEL #TCS #TECHM,"Dec 16, 2023 · 5:59 PM UTC",1,1
14,https://twitter.com/sanjaytathan150/status/1736082751143735572#m,https://inv.tux.pizza/_KM2Od-abaw #Reliance #StockMarket,"Dec 16, 2023 · 5:55 PM UTC",0,0
15,https://twitter.com/SaddamN93932472/status/1736079257900810432#m,"My dear Rohit Sharma fans , don't support #MumbaiIndians  and also bycot #Jio Please don't buy #Reliance shares  please sell and please unfollow #MumbaiIndians #BCCI #Indian #Aajtak #indiatv #abp #IPL2024 #RohitSharma𓃵 #ambani","Dec 16, 2023 · 5:42 PM UTC",1,0
16,https://twitter.com/Dysfunctindian/status/1736066916014514461#m,Exploring the dynamic landscapes of Ott and Telecom sectors –  also do you know about Netflix law? . .  . . #OttVsTelecom #OTT #telecom #netflix #amazonprime #youtube #airtel #jio #reliance #dysfunctionalindian #newspaperwalinews,"Dec 16, 2023 · 4:53 PM UTC",0,0
17,https://twitter.com/tv9gujarati/status/1736060652668772598#m,"હવે કોઈ પણ બીમારીની દુનિયામાં ગમે ત્યાં કરાવો સારવાર, રિલાયન્સ લાવી આ નવી પોલિસી, જાણો તેના નવા હેલ્થ ઈન્સ્યોરન્સ પ્લાન વિશે  #AnilAmbaniGroup #businessnews #Healthinsurance #healthnews #Reliance https://tv9gujarati.com/photo-gallery/new-health-global-policy-anil-ambani-reliance-general-insurance-cover-more-than-8-crore-923585.html","Dec 16, 2023 · 4:28 PM UTC",0,0
18,https://twitter.com/Small_starters/status/1736059877313986576#m,#Reliance #channel #BreakoutStock,"Dec 16, 2023 · 4:25 PM UTC",0,1
19,https://twitter.com/anupnv/status/1736054780345434490#m,"The date was 3rd Nov, 2021 and the price was 1857.85 and now it is close to 3500. #nifty50 #NiftyBank #NiftyIT #nifty #reliance #larsen #larsentoubro","Dec 16, 2023 · 4:04 PM UTC",1,0
20,https://twitter.com/kamisama_kotoba/status/1736049796983456248#m,"Newest address and newest me, both are perfect. I entrust it to natural updating  今いる場、今の私で完全。 自然な更新に委ねる。 #SelfRespect #reliance","Dec 16, 2023 · 3:45 PM UTC",1,0
21,https://twitter.com/divyakhanna97/status/1736047572555571369#m,Instagram Traders ke alag hi fraud karne ke tareke chal rahe hai 😂😂😂  #StockMarket #nifty50 #banknifty #Adani #Reliance,"Dec 16, 2023 · 3:36 PM UTC",25,7
22,https://twitter.com/360ConnFinance/status/1736042688296681803#m,Top Green hydrogen stocks in 2024 #greenhydrogen #mtartechnologies #ioc #reliance #ntpc #bpcl #gail #adanigreenenergy #jswenergy #ongc #larsenandtoubro #indianstockmarket #stockmarket #MultiBaggerstock inv.tux.pizza/1ZeNX41cRLg?si=S_lQ…,"Dec 16, 2023 · 3:16 PM UTC",2,0
23,https://twitter.com/Dhairya__tweets/status/1736041761506746684#m,Mumbai Indians losing followers is alright. What about taking short positions? 😂😂 #MumbaiIndians #RIL #Reliance,"Dec 16, 2023 · 3:13 PM UTC",6,0
24,https://twitter.com/Areyvut/status/1736038535923192319#m,Be trustworthy. #trustworthy #trust #reliance,"Dec 16, 2023 · 3:00 PM UTC",0,0
25,https://twitter.com/rohanmlw/status/1736035760409854424#m,Seems times got crores of advertisement from #Reliance,"Dec 16, 2023 · 2:49 PM UTC",1,0
26,https://twitter.com/ItsAkashHour/status/1736035205239214114#m,#MumbaiIndians and #HardikPandya under Social Media trial.🧑‍⚖️ Looks like on #Monday people will short 📉 #Reliance to make the MI team owner suffer.😎  Will they?  #RIPMumbaiIndians #ShameOnMI #Ambani,"Dec 16, 2023 · 2:47 PM UTC",1,0
27,https://twitter.com/investoufintech/status/1736031770783412636#m,Angel Investments by Mukesh Ambani !  #bse  #stockmarket #investing #stocks #reliance #mukeshambani #ambani #addverb #netmeds #haptik #dunzo #indianstartups #startup #grab #mimosa #milkbasket #clovia #nowfloats #reveria #urbanladder #radisys #embibe #asteria #csquare #milkbasket,"Dec 16, 2023 · 2:33 PM UTC",3,0
28,https://twitter.com/aamoghtrader/status/1736027429926535499#m,#RELIANCE  Daily chart Price volume Breakout Closed above previous selling Zone  #frontpage_app,"Dec 16, 2023 · 2:16 PM UTC",0,0
29,https://twitter.com/HimavardhanK/status/1736022469230903755#m,@daytradertelugu #Reliance #HDFCBANK #kotakmahendrabank #infosys #TCS,"Dec 16, 2023 · 1:56 PM UTC",0,0
30,https://twitter.com/loquacious_neo/status/1736021504125780453#m,"Hardly drink #cola these days, bought #Campacola just 2 recall early childhood days. #branding isn't classy as old one, hope they address it.  Hopeful tht #Citra #Goldspot #Thrill & #Tripp will also make comeback.  #nostalgia #nostalgic #India #food #drinks #Reliance #Marketing","Dec 16, 2023 · 1:52 PM UTC",0,0
31,https://twitter.com/BarnawalShiv/status/1736021280510664944#m,"Here you can see the names of the ""notable #alumni"" of these so called big schools like #DhirubhaiAmbaniInternationalSchool. You can't see education with luxury. @reliancegroup @RIL_Updates #Reliance #MukeshAmbani #NitaAmbani","Dec 16, 2023 · 1:51 PM UTC",1,0
32,https://twitter.com/RVenkat_India/status/1736014402418364820#m,"Another thing common between #Reliance & #BJP  “Neither of them take you Seriously…”  Mukesh Ambani, Chairman Reliance said in as many words & Amit Malviya of BJP rubs the point in even more brutally…","Dec 16, 2023 · 1:24 PM UTC",51,0
33,https://twitter.com/badseshiharish/status/1736001003420565507#m,Again template response. Help me understand what kind of relentless work is being done since 3 months. You must be in the mood to joke!   @SannyVaraganti what's happening at @JioMart ?  @jagograhakjago #fraud #jiomart #Reliance,"Dec 16, 2023 · 12:31 PM UTC",1,1
34,https://twitter.com/ashutosh3126/status/1735997770614587727#m,#reliance share price on Monday,"Dec 16, 2023 · 12:18 PM UTC",0,0
35,https://twitter.com/business_today/status/1735994441415143457#m,Nita Ambani in Royal Blue Silk Saree At Dhirubhai Ambani School Annual Day  #NitaAmbani #RoyalBlueSilkSaree #Reliance #DhirubhaiAmbani #SchoolAnnualDay,"Dec 16, 2023 · 12:05 PM UTC",30,0
36,https://twitter.com/RAGHAVVAID16/status/1735990782472134939#m,"#Jio launched its first laptop and a few days back the government banned the import of laptops, Modi ji is giving full support, #Reliance is planning to make laptops with 2 small companies, whose share price is around Rs 10 and it will go up to Rs 250.","Dec 16, 2023 · 11:50 AM UTC",0,0
37,https://twitter.com/htTweets/status/1735990421325541712#m,"#Reliance General Insurance Company's new policy can help you get treated worldwide, cover up to ₹8.30 crore  https://www.hindustantimes.com/business/reliance-general-insurance-companys-new-policy-can-help-you-get-treated-worldwide-cover-up-to-rs-8-30-crore-101702725929802.html","Dec 16, 2023 · 11:49 AM UTC",1,0
38,https://twitter.com/TheWealthelite/status/1735973622827610284#m,Top Holdings of Mutual Funds (Large Cap)  #ICICIBank #HDFCBANK #LarsenandToubro #Reliance #Infosys #ITC #Bajajfinance #SBI #hcltech,"Dec 16, 2023 · 10:42 AM UTC",1,1
39,https://twitter.com/mi_shewalepatil/status/1735970229451387293#m,Today's biggest Joke.  Viviana Mall Thane Reliance Trends don't have their own company's Jio mobile network. #Jio #reliance @reliancejio @JioCare @reliancegroup,"Dec 16, 2023 · 10:28 AM UTC",0,0
40,https://twitter.com/kamisama_kotoba/status/1735959199010730157#m,I entrust and relax and wait and follow. Because I trust the Wisdom and the Perfectness of timing.  委ね寛ぎ待ち従う。 叡智＆タイミングの完全さを信頼しているから。 #Providence #reliance,"Dec 16, 2023 · 9:45 AM UTC",0,0
41,https://twitter.com/OneindiaKannada/status/1735939363555393965#m,"ಸಂದಿಗೊಂದಿಗಳಲ್ಲಿ ಅಂಗಡಿ ತೆರೆಯಲು ಮುಖೇಶ್ ಅಂಬಾನಿ ಸಿದ್ಧತೆ, ಅವರ ಪ್ಲಾನ್‌ ಏನ್‌ ಗೊತ್ತಾ?  #MukeshAmbani #Reliance #Shop https://kannada.oneindia.com/news/business/mukesh-ambani-of-reliance-is-going-to-open-a-shop-near-your-homes-what-is-his-plan-333127.html","Dec 16, 2023 · 8:26 AM UTC",1,1
42,https://twitter.com/AlgoBoffin/status/1735937141388009819#m,Most powerful leaders in index #BankNifty & #NiftyIT against #Nifty :) Most powerful leaders in stock #Reliance & #HDFCBank  against #Nifty :),"Dec 16, 2023 · 8:17 AM UTC",68,12
43,https://twitter.com/SwapnilPatle01/status/1735937104306422267#m,"Seeking support for better connectivity in Kadikasa [Ganutola], Taluka Deori, District Gondia, Maharashtra. We need a mobile tower for improved network coverage. @airtelindia @Airtel_Presence @reliancejio @JioCare can you help? #Connectivity #MobileTower #Jio #reliance","Dec 16, 2023 · 8:17 AM UTC",1,1
44,https://twitter.com/roopendra1984/status/1735933095399018680#m,Big position in  #kotakbank #balkrishna #reliance,"Dec 16, 2023 · 8:01 AM UTC",0,0
45,https://twitter.com/SshriDixit/status/1735922518446538862#m,"Safest Bet in the #StockMarket..!!  #Reliance with multiple Bullish Patterns. Consolidating in the same range since Oct 21.. But, Sales and Net Profit has risen consistently.  Do Self-study before investing. Not a recommendation  #StockMarket #Nifty #BREAKOUTSTOCKS","Dec 16, 2023 · 7:19 AM UTC",43,3
46,https://twitter.com/sdcalalbhai/status/1735914823664488959#m,The SDCA boys qualifies for the Finals🥳 of the Reliance Under - 14 Inter district Multiday Tournament - 2023.  SDCA wishes All The Best for the upcoming finals 👍  #SDCA #SDCALalbhai #LalbhaiContractorStadium #Surat #Ahmedabad #RelianceCup #Reliance #CricketTournamnent #Cricket,"Dec 16, 2023 · 6:48 AM UTC",0,0
47,https://twitter.com/krishnakhanna/status/1735907065111966187#m,#RELIANCE On crossing 2500 can easily to 2539 and with Q1 RRG in place and in Momentum  #TinyIC on Weekly has been broken on the upside New highs may arrive soon. Analysis  based on #NimblrTA   Live Indicators on Tradingview (free and licensed) https://kkonline.org/nimblrta,"Dec 16, 2023 · 6:17 AM UTC",1,1
48,https://twitter.com/krishnakhanna/status/1735906049532797324#m,"🚀 Unleashing the Digital Dynamo: Reliance's Odyssey into the Future 🌐✨ #Reliance #DigitalTransformation #FutureTechRevolution 🇮🇳  (1/8) Brace yourselves for the metamorphosis! 🌟 Reliance Industries Ltd. (RIL), the heartbeat of Indian industry, is orchestrating a digital","Dec 16, 2023 · 6:13 AM UTC",0,1
49,https://twitter.com/LTP_CALCULATOR/status/1735902807817928883#m,Safe ट्रेड और Risky ट्रेड में इस बात का बेहद ख्याल रखें। #daddyinvesting #investingdaddy #ltpcalculator #market #news #reliance #tata #video #twitter #vinaysir,"Dec 16, 2023 · 6:00 AM UTC",80,1
50,https://twitter.com/girishjagawat/status/1735900488712015971#m,#jiocare #Jio #jiofibre You people are not bothered to call n let us know status of when connection will be resumed. Now where whole team of #jiocare  n #jiofibre disappeared. This I never expected atleast from #reliance. If you can't resume than atleast refund our payment.,"Dec 16, 2023 · 5:51 AM UTC",0,1
51,https://twitter.com/_Stockstance/status/1735895026985529650#m,It did yesterday #Reliance,"Dec 16, 2023 · 5:30 AM UTC",0,0
52,https://twitter.com/OnlyVimal_India/status/1735895025836527968#m,Only Vimal pays tribute to the unwavering courage and victory of the Indian Forces during the 1971 war. #VijayDiwas #Reliance #RelianceIndustries #OnlyVimal #IndianArmy #VijayDiwas2023,"Dec 16, 2023 · 5:30 AM UTC",7,1
53,https://twitter.com/bsindia/status/1735879927017218266#m,Disney-Reliance entertainment biz deal may be beset with antitrust issues.  Read here to know why  #Disney #Reliance https://www.business-standard.com/companies/news/disney-reliance-entertainment-biz-deal-may-be-beset-with-antitrust-issues-123121501298_1.html,"Dec 16, 2023 · 4:30 AM UTC",1,0
54,https://twitter.com/SvenIndi/status/1735877327240810595#m,Next #Reliance is the weapon to keep index all time high,"Dec 16, 2023 · 4:19 AM UTC",0,0
55,https://twitter.com/viswanathauthor/status/1735866523015929989#m,You are from #Mumbai you should know better #Rajdeepsardesai  Why are you in loggerheads with #reliance group also. Amchi Mumbai - u should be supporting whatever Mumbai does,"Dec 16, 2023 · 3:36 AM UTC",0,0
56,https://twitter.com/mssrihari_rta/status/1735865012336689178#m,"#WeeklyStockAnalysis #StockMarketindia   ... and the rally continues !   - #IT rocketing propels #Nifty higher  - #banks inching higher  - #autos staying higher  - #Reliance warming up just now !  Check the updates for Dec 3 Week, 2023 👇 https://mssrihari.blogspot.com/2023/12/weekly-analysis-bluechip-stocks-week-3.html","Dec 16, 2023 · 3:30 AM UTC",1,1
57,https://twitter.com/tradershub_in/status/1735853516990886200#m,This is how the #Reliance chart looks like now.  Reliance Will go All Time High soon!,"Dec 16, 2023 · 2:45 AM UTC",3,4
58,https://twitter.com/Satejmentorship/status/1735853365022584947#m,#Reliance,"Dec 16, 2023 · 2:44 AM UTC",13,1
59,https://twitter.com/Satejmentorship/status/1735853335972876786#m,HNIStockSetup #Reliance Booked Profits 💰✅️,"Dec 16, 2023 · 2:44 AM UTC",25,2
