Date,Close,Volume
2023-07-03,86.1500015258789,86097
2023-07-04,85.9000015258789,46970
2023-07-05,85.05000305175781,94509
2023-07-06,88.25,164069
2023-07-07,86.5999984741211,75428
2023-07-10,85.1500015258789,139702
2023-07-11,85.0,108593
2023-07-12,84.44999694824219,295607
2023-07-13,85.5999984741211,265656
2023-07-14,84.8499984741211,60209
2023-07-17,84.0999984741211,122935
2023-07-18,84.6500015258789,87547
2023-07-19,85.19999694824219,75810
2023-07-20,84.3499984741211,95594
2023-07-21,83.75,120244
2023-07-24,84.19999694824219,110876
2023-07-25,84.05000305175781,76669
2023-07-26,88.25,193307
2023-07-27,92.6500015258789,112917
2023-07-28,97.25,1057636
2023-07-31,102.0999984741211,111746
2023-08-01,107.19999694824219,190539
2023-08-02,105.1500015258789,1885063
2023-08-03,104.8499984741211,242620
2023-08-04,104.5,207545
2023-08-07,108.55000305175781,695232
2023-08-08,109.30000305175781,417284
2023-08-09,107.80000305175781,192755
2023-08-10,112.75,625442
2023-08-11,111.30000305175781,300434
2023-08-14,111.9000015258789,215414
2023-08-16,112.0,340739
2023-08-17,112.0,178865
2023-08-18,111.0999984741211,145091
2023-08-21,116.6500015258789,301828
2023-08-22,122.44999694824219,944516
2023-08-23,125.3499984741211,1081468
2023-08-24,122.0,299588
2023-08-25,119.6500015258789,272684
2023-08-28,116.1500015258789,187362
2023-08-29,114.69999694824219,287443
2023-08-30,118.19999694824219,215834
2023-08-31,117.69999694824219,115853
2023-09-01,123.55000305175781,278192
2023-09-04,124.94999694824219,397490
2023-09-05,124.05000305175781,223991
2023-09-06,120.44999694824219,131147
2023-09-07,126.44999694824219,186787
2023-09-08,132.75,127913
2023-09-11,139.35000610351562,96056
2023-09-12,141.5,2688498
2023-09-13,148.5500030517578,806183
2023-09-14,150.10000610351562,1565251
2023-09-15,143.64999389648438,410029
2023-09-18,137.64999389648438,410254
2023-09-20,143.6999969482422,645617
2023-09-21,137.9499969482422,585959
2023-09-22,141.75,397838
2023-09-25,148.8000030517578,405859
2023-09-26,150.64999389648438,429927
2023-09-27,148.5500030517578,374280
2023-09-28,147.10000610351562,195166
2023-09-29,149.14999389648438,232643
2023-10-03,147.5,179507
2023-10-04,154.14999389648438,977713
2023-10-05,153.6999969482422,401049
2023-10-06,161.35000610351562,371053
2023-10-09,166.10000610351562,1190589
2023-10-10,165.89999389648438,644415
2023-10-11,182.4499969482422,760611
2023-10-12,192.10000610351562,1630158
2023-10-13,199.10000610351562,1204945
2023-10-16,219.0,1224744
2023-10-17,208.0500030517578,1287418
2023-10-18,197.64999389648438,491112
2023-10-19,187.8000030517578,66411
2023-10-20,178.4499969482422,2018611
2023-10-23,169.5500030517578,593826
2023-10-25,166.60000610351562,881260
2023-10-26,165.5500030517578,1481611
2023-10-27,173.8000030517578,227293
2023-10-30,182.0,867716
2023-10-31,176.8000030517578,355594
2023-11-01,173.89999389648438,262605
2023-11-02,182.5500030517578,269704
2023-11-03,179.10000610351562,209985
2023-11-06,188.0500030517578,253553
2023-11-07,197.4499969482422,437712
2023-11-08,205.1999969482422,838613
2023-11-09,194.9499969482422,544501
2023-11-10,198.3000030517578,452151
2023-11-13,202.4499969482422,631964
2023-11-15,198.3000030517578,466162
2023-11-16,195.85000610351562,262123
2023-11-17,191.60000610351562,222787
2023-11-20,186.10000610351562,273579
2023-11-21,191.25,336412
2023-11-22,197.9499969482422,539183
2023-11-23,199.25,338509
2023-11-24,196.89999389648438,189864
2023-11-28,196.5,161766
2023-11-29,193.25,119844
2023-11-30,195.89999389648438,275813
2023-12-01,194.9499969482422,164114
2023-12-04,204.64999389648438,487791
2023-12-05,214.85000610351562,1016154
2023-12-06,209.85000610351562,621412
2023-12-07,230.8000030517578,786416
2023-12-08,240.0,1422304
2023-12-11,251.5,513868
2023-12-12,243.8000030517578,413219
2023-12-13,248.3000030517578,316017
2023-12-14,247.6999969482422,295986
2023-12-15,243.14999389648438,206287
2023-12-18,267.45001220703125,701582
2023-12-19,265.29998779296875,786788
2023-12-20,240.0500030517578,791497
2023-12-21,250.8000030517578,586316
2023-12-22,252.10000610351562,350911
2023-12-26,250.75,243350
2023-12-27,244.89999389648438,232278
2023-12-28,248.25,258293
2023-12-29,245.35000610351562,166678
2024-01-01,249.10000610351562,293638
2024-01-02,272.04998779296875,754855
2024-01-03,264.1499938964844,476105
2024-01-04,265.6499938964844,266974
2024-01-05,265.8500061035156,238959
2024-01-08,267.6000061035156,506195
2024-01-09,268.20001220703125,473735
2024-01-10,269.6000061035156,180085
2024-01-11,284.29998779296875,540364
2024-01-12,284.5,401174
2024-01-15,289.3500061035156,357357
2024-01-16,273.75,640851
2024-01-17,278.20001220703125,385074
2024-01-18,277.5,190624
2024-01-19,274.79998779296875,239881
2024-01-23,299.79998779296875,1494028
2024-01-24,306.70001220703125,1379423
2024-01-25,328.6000061035156,1954265
2024-01-29,320.1499938964844,990362
2024-01-30,352.1499938964844,720704
2024-01-31,369.75,468726
2024-02-01,388.20001220703125,1330407
2024-02-02,407.6000061035156,772956
2024-02-05,427.95001220703125,325974
2024-02-06,414.04998779296875,1821488
2024-02-07,434.75,204183
2024-02-08,456.45001220703125,743681
2024-02-09,479.25,1633046
2024-02-12,455.29998779296875,435073
2024-02-13,432.54998779296875,70662
2024-02-14,411.75,1214543
