Date,Close,Volume
2023-07-03,15.93223762512207,7111800
2023-07-05,16.05069351196289,13415500
2023-07-06,15.863139152526855,6464100
2023-07-07,15.843396186828613,5207600
2023-07-10,15.803912162780762,6775000
2023-07-11,16.03095054626465,7631500
2023-07-12,15.863139152526855,7102600
2023-07-13,16.573871612548828,13295300
2023-07-14,16.820653915405273,11539700
2023-07-17,17.06743621826172,12658400
2023-07-18,17.649839401245117,25346100
2023-07-19,17.482027053833008,21117700
2023-07-20,16.011207580566406,39518000
2023-07-21,16.090177536010742,15267400
2023-07-24,16.011207580566406,10331400
2023-07-25,16.169147491455078,7717900
2023-07-26,16.40606117248535,10006100
2023-07-27,16.415929794311523,11839800
2023-07-28,16.248119354248047,9072200
2023-07-31,16.445545196533203,6604000
2023-08-01,16.583742141723633,7462200
2023-08-02,16.307348251342773,11896400
2023-08-03,16.297475814819336,10134400
2023-08-04,16.49489974975586,7012200
2023-08-07,16.564001083374023,5533700
2023-08-08,16.554128646850586,6330600
2023-08-09,16.49489974975586,7998100
2023-08-10,16.652841567993164,9033300
2023-08-11,16.465288162231445,6831100
2023-08-14,16.64297103881836,5407200
2023-08-15,16.909494400024414,13343900
2023-08-16,16.909494400024414,8748900
2023-08-17,16.751554489135742,6166600
2023-08-18,16.504772186279297,5445600
2023-08-21,16.66271209716797,6993300
2023-08-22,16.771297454833984,4037600
2023-08-23,17.047693252563477,6097000
2023-08-24,16.909494400024414,4708800
2023-08-25,17.027950286865234,4662000
2023-08-28,17.10692024230957,5356600
2023-08-29,17.195762634277344,7928100
2023-08-30,17.324087142944336,4613400
2023-08-31,17.146406173706055,6511500
2023-09-01,17.294475555419922,5315100
2023-09-05,17.541255950927734,5746400
2023-09-06,17.353702545166016,5049300
2023-09-07,17.294475555419922,5920700
2023-09-08,17.521512985229492,5796800
2023-09-11,17.71894073486328,5196600
2023-09-12,17.82752227783203,6680000
2023-09-13,17.768295288085938,4102400
2023-09-14,17.876880645751953,2914100
2023-09-15,17.521512985229492,16969900
2023-09-18,17.53138542175293,3944300
2023-09-19,17.56100082397461,3171400
2023-09-20,17.659711837768555,4888100
2023-09-21,17.511642456054688,5630200
2023-09-22,17.551128387451172,5319300
2023-09-25,17.383316040039062,4992900
2023-09-26,17.047693252563477,5946500
2023-09-27,17.215505599975586,10292100
2023-09-28,16.741682052612305,18047500
2023-09-29,16.889753341674805,9559900
2023-10-02,16.958850860595703,4529900
2023-10-03,16.78116798400879,6775000
2023-10-04,17.215505599975586,7318800
2023-10-05,17.383316040039062,5069500
2023-10-06,17.56100082397461,5476600
2023-10-09,17.521512985229492,8642700
2023-10-10,17.620227813720703,11060900
2023-10-11,17.383316040039062,15897100
2023-10-12,16.248119354248047,26816400
2023-10-13,16.68245506286621,13208800
2023-10-16,16.98846435546875,7474100
2023-10-17,17.126663208007812,7210500
2023-10-18,16.91936492919922,6115500
2023-10-19,16.870010375976562,4830900
2023-10-20,16.751554489135742,5910200
2023-10-23,16.564001083374023,8505800
2023-10-24,16.780000686645508,5602500
2023-10-25,16.3799991607666,4727100
2023-10-26,16.31999969482422,6991300
2023-10-27,16.440000534057617,5591700
2023-10-30,16.5,5559700
2023-10-31,16.420000076293945,4663500
2023-11-01,16.399999618530273,5943300
2023-11-02,16.690000534057617,9262500
2023-11-03,16.68000030517578,8673700
2023-11-06,16.860000610351562,3979000
2023-11-07,16.790000915527344,2875500
2023-11-08,16.670000076293945,3314000
2023-11-09,16.360000610351562,7329500
2023-11-10,16.6299991607666,5099500
2023-11-13,16.549999237060547,4579800
2023-11-14,16.920000076293945,6902000
2023-11-15,17.360000610351562,10004100
2023-11-16,17.270000457763672,5859600
2023-11-17,17.510000228881836,4249400
2023-11-20,17.540000915527344,5052400
2023-11-21,17.440000534057617,4702200
2023-11-22,17.579999923706055,5435700
2023-11-24,17.469999313354492,2743400
2023-11-27,17.3700008392334,3757400
2023-11-28,17.6299991607666,6783900
2023-11-29,17.6200008392334,6039100
2023-11-30,17.549999237060547,5541400
2023-12-01,17.729999542236328,4766000
2023-12-04,17.690000534057617,5588600
2023-12-05,17.459999084472656,5016100
2023-12-06,17.690000534057617,6891300
2023-12-07,17.639999389648438,3340000
2023-12-08,17.889999389648438,4581100
2023-12-11,17.40999984741211,8516800
2023-12-12,17.549999237060547,5521000
2023-12-13,17.469999313354492,9025600
2023-12-14,18.3700008392334,14029200
2023-12-15,18.670000076293945,8252300
2023-12-18,18.799999237060547,4898200
2023-12-19,18.790000915527344,5257800
2023-12-20,18.420000076293945,6181000
2023-12-21,18.40999984741211,7763900
2023-12-22,18.760000228881836,7018100
2023-12-26,18.450000762939453,3866200
2023-12-27,18.600000381469727,4338000
2023-12-28,18.559999465942383,3308700
2023-12-29,18.3799991607666,2864800
